Adjusted_Income,Personal_Income,Household_Size,Age,Bedrooms,Tenure,Building_Type,Region
1159185,61000.0,2,36,5.0,1.0,2.0,4900
1159185,66600.0,2,32,5.0,1.0,2.0,4900
1159185,65000.0,2,28,5.0,1.0,2.0,4900
1159185,73000.0,2,29,5.0,1.0,2.0,4900
1159185,72000.0,2,30,5.0,1.0,2.0,4900
1159185,86000.0,2,30,5.0,1.0,2.0,4900
1159185,60000.0,2,32,5.0,1.0,2.0,4900
1159185,68000.0,2,33,5.0,1.0,2.0,4900
1159185,68000.0,2,30,5.0,1.0,2.0,4900
1159185,64000.0,2,34,5.0,1.0,2.0,4900
1159185,70000.0,2,36,5.0,1.0,2.0,4900
1159185,90000.0,2,35,5.0,1.0,2.0,4900
1159185,83000.0,2,29,5.0,1.0,2.0,4900
1159185,80000.0,2,36,5.0,1.0,2.0,4900
1159185,76000.0,2,29,5.0,1.0,2.0,4900
1159185,65000.0,2,31,5.0,1.0,2.0,4900
1159185,80000.0,2,29,5.0,1.0,2.0,4900
1159185,93000.0,2,30,5.0,1.0,2.0,4900
1159185,60000.0,2,31,5.0,1.0,2.0,4900
1159185,70000.0,2,34,5.0,1.0,2.0,4900
1159185,75000.0,2,34,5.0,1.0,2.0,4900
1159185,90000.0,2,35,5.0,1.0,2.0,4900
1159185,67000.0,2,34,5.0,1.0,2.0,4900
1159185,60000.0,2,30,5.0,1.0,2.0,4900
1159185,81000.0,2,36,5.0,1.0,2.0,4900
1159185,100000.0,2,34,5.0,1.0,2.0,4900
1159185,87000.0,2,36,5.0,1.0,2.0,4900
1159185,60000.0,2,34,5.0,1.0,2.0,4900
1159185,86500.0,2,32,5.0,1.0,2.0,4900
1159185,80000.0,2,36,5.0,1.0,2.0,4900
1159185,85000.0,2,34,5.0,1.0,2.0,4900
1159185,85000.0,2,31,5.0,1.0,2.0,4900
1159185,70000.0,2,31,5.0,1.0,2.0,4900
1159185,100000.0,2,33,5.0,1.0,2.0,4900
1085308,60300.0,2,32,5.0,1.0,2.0,4900
1085308,90000.0,2,36,5.0,1.0,2.0,4900
1085308,60000.0,2,36,5.0,1.0,2.0,4900
1085308,60000.0,2,33,5.0,1.0,2.0,4900
1085308,60000.0,2,34,5.0,1.0,2.0,4900
1085308,85000.0,2,32,5.0,1.0,2.0,4900
1085308,77000.0,2,30,5.0,1.0,2.0,4900
1085308,69800.0,2,29,5.0,1.0,2.0,4900
1085308,75000.0,2,35,5.0,1.0,2.0,4900
1085308,79000.0,2,35,5.0,1.0,2.0,4900
1085308,75020.0,2,31,5.0,1.0,2.0,4900
1085308,60010.0,2,30,5.0,1.0,2.0,4900
1085308,98000.0,2,36,5.0,1.0,2.0,4900
1085308,82000.0,2,33,5.0,1.0,2.0,4900
1085308,95000.0,2,30,5.0,1.0,2.0,4900
1085308,69000.0,2,36,5.0,1.0,2.0,4900
1085308,75040.0,2,29,5.0,1.0,2.0,4900
1085308,60000.0,2,32,5.0,1.0,2.0,4900
1085308,70000.0,2,36,5.0,1.0,2.0,4900
1085308,100000.0,2,31,5.0,1.0,2.0,4900
1085308,98000.0,2,36,5.0,1.0,2.0,4900
1085308,65000.0,2,33,5.0,1.0,2.0,4900
1085308,76000.0,2,35,5.0,1.0,2.0,4900
1085308,95000.0,2,35,5.0,1.0,2.0,4900
1085308,83000.0,2,31,5.0,1.0,2.0,4900
1085308,75000.0,2,32,5.0,1.0,2.0,4900
1085308,98000.0,2,35,5.0,1.0,2.0,4900
1085308,66000.0,2,34,5.0,1.0,2.0,4900
1085308,80000.0,2,32,5.0,1.0,2.0,4900
1085308,100000.0,2,34,5.0,1.0,2.0,4900
1085308,62000.0,2,33,5.0,1.0,2.0,4900
1085308,100000.0,2,34,5.0,1.0,2.0,4900
1085308,75000.0,2,35,5.0,1.0,2.0,4900
1019518,68000.0,2,36,5.0,1.0,2.0,4900
1019518,70000.0,2,32,5.0,1.0,2.0,4900
1019518,60000.0,2,32,5.0,1.0,2.0,4900
1019518,60000.0,2,34,5.0,1.0,2.0,4900
1019518,90000.0,2,34,5.0,1.0,2.0,4900
1019518,60000.0,2,32,5.0,1.0,2.0,4900
1019518,60000.0,2,31,5.0,1.0,2.0,4900
1019518,76000.0,2,34,5.0,1.0,2.0,4900
1019518,68000.0,2,34,5.0,1.0,2.0,4900
1019518,60000.0,2,28,5.0,1.0,2.0,4900
1019518,68000.0,2,29,5.0,1.0,2.0,4900
1019518,74000.0,2,31,5.0,1.0,2.0,4900
1019518,75000.0,2,35,5.0,1.0,2.0,4900
1019518,100000.0,2,34,5.0,1.0,2.0,4900
1019518,60000.0,2,30,5.0,1.0,2.0,4900
1019518,60000.0,2,34,5.0,1.0,2.0,4900
1019518,65000.0,2,35,5.0,1.0,2.0,4900
1019518,100000.0,2,31,5.0,1.0,2.0,4900
1019518,90000.0,2,30,5.0,1.0,2.0,4900
1019518,75000.0,2,28,5.0,1.0,2.0,4900
1019518,61000.0,2,29,5.0,1.0,2.0,4900
1019518,60180.0,2,31,5.0,1.0,2.0,4900
1019518,90000.0,2,36,5.0,1.0,2.0,4900
1019518,74000.0,2,28,5.0,1.0,2.0,4900
1019518,60000.0,2,35,5.0,1.0,2.0,4900
1019518,77500.0,2,34,5.0,1.0,2.0,4900
1019518,60000.0,2,28,5.0,1.0,2.0,4900
1019518,60000.0,2,31,5.0,1.0,2.0,4900
1019518,70000.0,2,36,5.0,1.0,2.0,4900
1019518,60000.0,2,35,5.0,1.0,2.0,4900
1019518,70000.0,2,33,5.0,1.0,2.0,4900
1019518,79000.0,2,29,5.0,1.0,2.0,4900
1019518,70000.0,2,34,5.0,1.0,2.0,4900
1019518,72000.0,2,32,5.0,1.0,2.0,4900
1019518,60000.0,2,30,5.0,1.0,2.0,4900
1019518,90180.0,2,34,5.0,1.0,2.0,4900
1019518,83000.0,2,29,5.0,1.0,2.0,4900
1019518,65000.0,2,33,5.0,1.0,2.0,4900
1019518,60000.0,2,28,5.0,1.0,2.0,4900
1019518,67200.0,2,30,5.0,1.0,2.0,4900
1207712,66000.0,3,31,5.0,1.0,2.0,14300
1207712,68000.0,3,32,5.0,1.0,2.0,14300
1207712,63000.0,3,30,5.0,1.0,2.0,14300
1207712,100000.0,3,34,5.0,1.0,2.0,14300
1207712,85000.0,3,31,5.0,1.0,2.0,14300
1207712,60000.0,3,31,5.0,1.0,2.0,14300
1207712,96000.0,3,29,5.0,1.0,2.0,14300
1207712,76000.0,3,30,5.0,1.0,2.0,14300
1207712,60000.0,3,33,5.0,1.0,2.0,14300
1207712,75000.0,3,29,5.0,1.0,2.0,14300
1207712,100000.0,3,34,5.0,1.0,2.0,14300
1207712,86000.0,3,32,5.0,1.0,2.0,14300
1207712,60000.0,3,28,5.0,1.0,2.0,14300
1207712,82000.0,3,36,5.0,1.0,2.0,14300
1207712,75000.0,3,28,5.0,1.0,2.0,14300
1207712,76000.0,3,32,5.0,1.0,2.0,14300
1207712,63100.0,3,29,5.0,1.0,2.0,14300
1207712,70000.0,3,34,5.0,1.0,2.0,14300
1207712,60000.0,3,28,5.0,1.0,2.0,14300
1207712,75000.0,3,31,5.0,1.0,2.0,14300
1207712,60000.0,3,29,5.0,1.0,2.0,14300
1207712,75000.0,3,34,5.0,1.0,2.0,14300
1207712,73000.0,3,33,5.0,1.0,2.0,14300
1207712,90000.0,3,31,5.0,1.0,2.0,14300
1207712,80000.0,3,29,5.0,1.0,2.0,14300
1207712,100000.0,3,34,5.0,1.0,2.0,14300
1207712,60000.0,3,32,5.0,1.0,2.0,14300
1207712,75000.0,3,34,5.0,1.0,2.0,14300
1207712,78000.0,3,32,5.0,1.0,2.0,14300
1207712,82000.0,3,35,5.0,1.0,2.0,14300
1207712,60000.0,3,33,5.0,1.0,2.0,14300
1207712,78000.0,3,32,5.0,1.0,2.0,14300
1207712,60040.0,3,28,5.0,1.0,2.0,14300
1207712,66000.0,3,33,5.0,1.0,2.0,14300
1207712,100000.0,3,31,5.0,1.0,2.0,14300
1207712,80000.0,3,31,5.0,1.0,2.0,14300
1207712,80000.0,3,29,5.0,1.0,2.0,14300
1187140,60000.0,3,31,5.0,1.0,2.0,14300
1187140,80000.0,3,30,5.0,1.0,2.0,14300
1187140,80800.0,3,31,5.0,1.0,2.0,14300
1187140,77000.0,3,28,5.0,1.0,2.0,14300
1187140,65000.0,3,29,5.0,1.0,2.0,14300
1187140,62000.0,3,28,5.0,1.0,2.0,14300
1187140,80000.0,3,32,5.0,1.0,2.0,14300
1187140,70000.0,3,36,5.0,1.0,2.0,14300
1187140,63000.0,3,30,5.0,1.0,2.0,14300
1187140,60000.0,3,30,5.0,1.0,2.0,14300
1187140,60000.0,3,28,5.0,1.0,2.0,14300
1187140,80000.0,3,34,5.0,1.0,2.0,14300
1187140,77000.0,3,32,5.0,1.0,2.0,14300
1187140,73000.0,3,33,5.0,1.0,2.0,14300
1187140,60000.0,3,30,5.0,1.0,2.0,14300
1187140,95000.0,3,35,5.0,1.0,2.0,14300
1187140,94000.0,3,36,5.0,1.0,2.0,14300
1187140,74000.0,3,35,5.0,1.0,2.0,14300
1187140,64000.0,3,32,5.0,1.0,2.0,14300
1187140,86000.0,3,36,5.0,1.0,2.0,14300
1187140,70000.0,3,34,5.0,1.0,2.0,14300
1187140,61000.0,3,35,5.0,1.0,2.0,14300
1187140,85000.0,3,33,5.0,1.0,2.0,14300
1187140,92000.0,3,29,5.0,1.0,2.0,14300
1187140,80000.0,3,34,5.0,1.0,2.0,14300
1187140,66000.0,3,35,5.0,1.0,2.0,14300
1187140,65000.0,3,34,5.0,1.0,2.0,14300
1187140,71000.0,3,35,5.0,1.0,2.0,14300
1187140,93100.0,3,30,5.0,1.0,2.0,14300
1187140,60000.0,3,35,5.0,1.0,2.0,14300
1187140,80000.0,3,36,5.0,1.0,2.0,14300
1187140,70000.0,3,30,5.0,1.0,2.0,14300
1187140,65000.0,3,35,5.0,1.0,2.0,14300
1187140,75000.0,3,34,5.0,1.0,2.0,14300
1187140,72000.0,3,35,5.0,1.0,2.0,14300
1187140,65000.0,3,34,5.0,1.0,2.0,14300
1187140,65000.0,3,33,5.0,1.0,2.0,14300
1187140,60000.0,3,35,5.0,1.0,2.0,14300
1187140,75000.0,3,32,5.0,1.0,2.0,14300
1187140,70000.0,3,30,5.0,1.0,2.0,14300
1187140,85000.0,3,30,5.0,1.0,2.0,14300
1159185,90000.0,3,32,5.0,1.0,2.0,14300
1159185,84000.0,3,36,5.0,1.0,2.0,14300
1159185,70000.0,3,33,5.0,1.0,2.0,14300
1159185,70000.0,3,29,5.0,1.0,2.0,14300
1159185,62040.0,3,32,5.0,1.0,2.0,14300
1159185,66200.0,3,32,5.0,1.0,2.0,14300
1159185,100000.0,3,31,5.0,1.0,2.0,14300
1159185,87000.0,3,35,5.0,1.0,2.0,14300
1159185,100000.0,3,36,5.0,1.0,2.0,14300
1159185,68000.0,3,35,5.0,1.0,2.0,14300
1159185,86000.0,3,33,5.0,1.0,2.0,14300
1159185,83100.0,3,33,5.0,1.0,2.0,14300
1159185,70260.0,3,34,5.0,1.0,2.0,14300
1159185,74000.0,3,31,5.0,1.0,2.0,14300
1159185,60000.0,3,32,5.0,1.0,2.0,14300
1159185,93000.0,3,33,5.0,1.0,2.0,14300
1159185,94640.0,3,31,5.0,1.0,2.0,14300
1159185,60000.0,3,33,5.0,1.0,2.0,14300
1159185,99000.0,3,36,5.0,1.0,2.0,14300
1159185,70050.0,3,30,5.0,1.0,2.0,14300
1159185,90000.0,3,35,5.0,1.0,2.0,14300
1085308,60020.0,3,33,5.0,1.0,2.0,14300
1085308,77000.0,3,28,5.0,1.0,2.0,14300
1085308,98000.0,3,32,5.0,1.0,2.0,14300
1085308,72000.0,3,28,5.0,1.0,2.0,14300
1085308,70000.0,3,34,5.0,1.0,2.0,14300
1085308,64000.0,3,33,5.0,1.0,2.0,14300
1085308,90000.0,3,35,5.0,1.0,2.0,14300
1085308,78000.0,3,29,5.0,1.0,2.0,14300
1085308,80000.0,3,32,5.0,1.0,2.0,14300
1085308,77000.0,3,28,5.0,1.0,2.0,14300
1085308,85000.0,3,34,5.0,1.0,2.0,14300
1085308,80000.0,3,35,5.0,1.0,2.0,14300
1085308,87000.0,3,35,5.0,1.0,2.0,14300
1085308,63000.0,3,30,5.0,1.0,2.0,14300
1085308,87000.0,3,34,5.0,1.0,2.0,14300
1085308,77000.0,3,31,5.0,1.0,2.0,14300
1085308,62000.0,3,34,5.0,1.0,2.0,14300
1085308,65000.0,3,29,5.0,1.0,2.0,14300
1085308,60000.0,3,35,5.0,1.0,2.0,14300
1085308,60000.0,3,35,5.0,1.0,2.0,14300
1085308,85000.0,3,29,5.0,1.0,2.0,14300
1085308,84300.0,3,32,5.0,1.0,2.0,14300
1085308,90000.0,3,36,5.0,1.0,2.0,14300
1085308,60000.0,3,33,5.0,1.0,2.0,14300
1085308,75030.0,3,28,5.0,1.0,2.0,14300
1085308,100000.0,3,28,5.0,1.0,2.0,14300
1085308,63000.0,3,35,5.0,1.0,2.0,14300
1085308,67000.0,3,30,5.0,1.0,2.0,14300
1085308,100000.0,3,32,5.0,1.0,2.0,14300
1085308,65000.0,3,30,5.0,1.0,2.0,14300
1085308,100000.0,3,29,5.0,1.0,2.0,14300
1085308,87000.0,3,33,5.0,1.0,2.0,14300
1085308,75000.0,3,30,5.0,1.0,2.0,14300
1085308,75000.0,3,30,5.0,1.0,2.0,14300
1085308,60000.0,3,29,5.0,1.0,2.0,14300
1085308,80000.0,3,33,5.0,1.0,2.0,14300
1085308,80000.0,3,34,5.0,1.0,2.0,14300
1085308,96600.0,3,34,5.0,1.0,2.0,14300
1085308,87000.0,3,36,5.0,1.0,2.0,14300
1085308,72000.0,3,31,5.0,1.0,2.0,14300
1085308,80000.0,3,36,5.0,1.0,2.0,14300
1085308,70000.0,3,34,5.0,1.0,2.0,14300
1085308,68000.0,3,36,5.0,1.0,2.0,14300
1085308,90000.0,3,33,5.0,1.0,2.0,14300
1085308,67000.0,3,33,5.0,1.0,2.0,14300
1085308,86000.0,3,33,5.0,1.0,2.0,14300
1085308,60000.0,3,31,5.0,1.0,2.0,14300
1085308,70000.0,3,34,5.0,1.0,2.0,14300
1085308,78000.0,3,35,5.0,1.0,2.0,14300
1085308,62000.0,3,36,5.0,1.0,2.0,14300
1085308,84800.0,3,32,5.0,1.0,2.0,14300
1085308,86000.0,3,28,5.0,1.0,2.0,14300
1019518,95000.0,3,35,5.0,1.0,2.0,14300
1019518,75000.0,3,31,5.0,1.0,2.0,14300
1019518,60000.0,3,28,5.0,1.0,2.0,14300
1019518,61000.0,3,33,5.0,1.0,2.0,14300
1019518,82000.0,3,36,5.0,1.0,2.0,14300
1019518,97000.0,3,33,5.0,1.0,2.0,14300
1019518,87000.0,3,35,5.0,1.0,2.0,14300
1019518,80150.0,3,28,5.0,1.0,2.0,14300
1019518,80250.0,3,35,5.0,1.0,2.0,14300
1019518,85000.0,3,32,5.0,1.0,2.0,14300
1019518,62000.0,3,36,5.0,1.0,2.0,14300
1019518,67000.0,3,34,5.0,1.0,2.0,14300
1019518,65000.0,3,33,5.0,1.0,2.0,14300
1019518,84000.0,3,31,5.0,1.0,2.0,14300
1019518,79000.0,3,29,5.0,1.0,2.0,14300
1019518,70000.0,3,33,5.0,1.0,2.0,14300
1019518,70000.0,3,34,5.0,1.0,2.0,14300
1019518,60000.0,3,33,5.0,1.0,2.0,14300
1019518,75000.0,3,33,5.0,1.0,2.0,14300
1019518,100000.0,3,35,5.0,1.0,2.0,14300
1019518,100000.0,3,34,5.0,1.0,2.0,14300
1019518,60000.0,3,29,5.0,1.0,2.0,14300
1019518,68000.0,3,35,5.0,1.0,2.0,14300
1019518,86000.0,3,36,5.0,1.0,2.0,14300
1019518,67000.0,3,28,5.0,1.0,2.0,14300
1019518,95000.0,3,30,5.0,1.0,2.0,14300
1019518,60300.0,3,32,5.0,1.0,2.0,14300
1019518,81000.0,3,30,5.0,1.0,2.0,14300
1019518,65000.0,3,35,5.0,1.0,2.0,14300
1019518,80000.0,3,28,5.0,1.0,2.0,14300
1019518,65000.0,3,32,5.0,1.0,2.0,14300
1019518,64000.0,3,28,5.0,1.0,2.0,14300
1019518,60000.0,3,34,5.0,1.0,2.0,14300
1019518,60000.0,3,29,5.0,1.0,2.0,14300
1019518,74000.0,3,35,5.0,1.0,2.0,14300
1019518,60000.0,3,34,5.0,1.0,2.0,14300
1019518,60000.0,3,34,5.0,1.0,2.0,14300
1019518,100000.0,3,33,5.0,1.0,2.0,14300
1019518,70000.0,3,33,5.0,1.0,2.0,14300
1207712,66000.0,2,31,4.0,1.0,2.0,14300
1207712,68000.0,2,32,4.0,1.0,2.0,14300
1207712,63000.0,2,30,4.0,1.0,2.0,14300
1207712,100000.0,2,34,4.0,1.0,2.0,14300
1207712,85000.0,2,31,4.0,1.0,2.0,14300
1207712,60000.0,2,31,4.0,1.0,2.0,14300
1207712,96000.0,2,29,4.0,1.0,2.0,14300
1207712,76000.0,2,30,4.0,1.0,2.0,14300
1207712,60000.0,2,33,4.0,1.0,2.0,14300
1207712,75000.0,2,29,4.0,1.0,2.0,14300
1207712,100000.0,2,34,4.0,1.0,2.0,14300
1207712,86000.0,2,32,4.0,1.0,2.0,14300
1207712,60000.0,2,28,4.0,1.0,2.0,14300
1207712,82000.0,2,36,4.0,1.0,2.0,14300
1207712,75000.0,2,28,4.0,1.0,2.0,14300
1207712,76000.0,2,32,4.0,1.0,2.0,14300
1207712,63100.0,2,29,4.0,1.0,2.0,14300
1207712,70000.0,2,34,4.0,1.0,2.0,14300
1207712,60000.0,2,28,4.0,1.0,2.0,14300
1207712,75000.0,2,31,4.0,1.0,2.0,14300
1207712,60000.0,2,29,4.0,1.0,2.0,14300
1207712,75000.0,2,34,4.0,1.0,2.0,14300
1207712,73000.0,2,33,4.0,1.0,2.0,14300
1207712,90000.0,2,31,4.0,1.0,2.0,14300
1207712,80000.0,2,29,4.0,1.0,2.0,14300
1207712,100000.0,2,34,4.0,1.0,2.0,14300
1207712,60000.0,2,32,4.0,1.0,2.0,14300
1207712,75000.0,2,34,4.0,1.0,2.0,14300
1207712,78000.0,2,32,4.0,1.0,2.0,14300
1207712,82000.0,2,35,4.0,1.0,2.0,14300
1207712,60000.0,2,33,4.0,1.0,2.0,14300
1207712,78000.0,2,32,4.0,1.0,2.0,14300
1207712,60040.0,2,28,4.0,1.0,2.0,14300
1207712,66000.0,2,33,4.0,1.0,2.0,14300
1207712,100000.0,2,31,4.0,1.0,2.0,14300
1207712,80000.0,2,31,4.0,1.0,2.0,14300
1207712,80000.0,2,29,4.0,1.0,2.0,14300
1187140,60000.0,2,31,4.0,1.0,2.0,14300
1187140,80000.0,2,30,4.0,1.0,2.0,14300
1187140,80800.0,2,31,4.0,1.0,2.0,14300
1187140,77000.0,2,28,4.0,1.0,2.0,14300
1187140,65000.0,2,29,4.0,1.0,2.0,14300
1187140,62000.0,2,28,4.0,1.0,2.0,14300
1187140,80000.0,2,32,4.0,1.0,2.0,14300
1187140,70000.0,2,36,4.0,1.0,2.0,14300
1187140,63000.0,2,30,4.0,1.0,2.0,14300
1187140,60000.0,2,30,4.0,1.0,2.0,14300
1187140,60000.0,2,28,4.0,1.0,2.0,14300
1187140,80000.0,2,34,4.0,1.0,2.0,14300
1187140,77000.0,2,32,4.0,1.0,2.0,14300
1187140,73000.0,2,33,4.0,1.0,2.0,14300
1187140,60000.0,2,30,4.0,1.0,2.0,14300
1187140,95000.0,2,35,4.0,1.0,2.0,14300
1187140,94000.0,2,36,4.0,1.0,2.0,14300
1187140,74000.0,2,35,4.0,1.0,2.0,14300
1187140,64000.0,2,32,4.0,1.0,2.0,14300
1187140,86000.0,2,36,4.0,1.0,2.0,14300
1187140,70000.0,2,34,4.0,1.0,2.0,14300
1187140,61000.0,2,35,4.0,1.0,2.0,14300
1187140,85000.0,2,33,4.0,1.0,2.0,14300
1187140,92000.0,2,29,4.0,1.0,2.0,14300
1187140,80000.0,2,34,4.0,1.0,2.0,14300
1187140,66000.0,2,35,4.0,1.0,2.0,14300
1187140,65000.0,2,34,4.0,1.0,2.0,14300
1187140,71000.0,2,35,4.0,1.0,2.0,14300
1187140,93100.0,2,30,4.0,1.0,2.0,14300
1187140,60000.0,2,35,4.0,1.0,2.0,14300
1187140,80000.0,2,36,4.0,1.0,2.0,14300
1187140,70000.0,2,30,4.0,1.0,2.0,14300
1187140,65000.0,2,35,4.0,1.0,2.0,14300
1187140,75000.0,2,34,4.0,1.0,2.0,14300
1187140,72000.0,2,35,4.0,1.0,2.0,14300
1187140,65000.0,2,34,4.0,1.0,2.0,14300
1187140,65000.0,2,33,4.0,1.0,2.0,14300
1187140,60000.0,2,35,4.0,1.0,2.0,14300
1187140,75000.0,2,32,4.0,1.0,2.0,14300
1187140,70000.0,2,30,4.0,1.0,2.0,14300
1187140,85000.0,2,30,4.0,1.0,2.0,14300
1159185,90000.0,2,32,4.0,1.0,2.0,14300
1159185,84000.0,2,36,4.0,1.0,2.0,14300
1159185,70000.0,2,33,4.0,1.0,2.0,14300
1159185,70000.0,2,29,4.0,1.0,2.0,14300
1159185,62040.0,2,32,4.0,1.0,2.0,14300
1159185,66200.0,2,32,4.0,1.0,2.0,14300
1159185,100000.0,2,31,4.0,1.0,2.0,14300
1159185,87000.0,2,35,4.0,1.0,2.0,14300
1159185,100000.0,2,36,4.0,1.0,2.0,14300
1159185,68000.0,2,35,4.0,1.0,2.0,14300
1159185,86000.0,2,33,4.0,1.0,2.0,14300
1159185,83100.0,2,33,4.0,1.0,2.0,14300
1159185,70260.0,2,34,4.0,1.0,2.0,14300
1159185,74000.0,2,31,4.0,1.0,2.0,14300
1159185,60000.0,2,32,4.0,1.0,2.0,14300
1159185,93000.0,2,33,4.0,1.0,2.0,14300
1159185,94640.0,2,31,4.0,1.0,2.0,14300
1159185,60000.0,2,33,4.0,1.0,2.0,14300
1159185,99000.0,2,36,4.0,1.0,2.0,14300
1159185,70050.0,2,30,4.0,1.0,2.0,14300
1159185,90000.0,2,35,4.0,1.0,2.0,14300
1085308,60020.0,2,33,4.0,1.0,2.0,14300
1085308,77000.0,2,28,4.0,1.0,2.0,14300
1085308,98000.0,2,32,4.0,1.0,2.0,14300
1085308,72000.0,2,28,4.0,1.0,2.0,14300
1085308,70000.0,2,34,4.0,1.0,2.0,14300
1085308,64000.0,2,33,4.0,1.0,2.0,14300
1085308,90000.0,2,35,4.0,1.0,2.0,14300
1085308,78000.0,2,29,4.0,1.0,2.0,14300
1085308,80000.0,2,32,4.0,1.0,2.0,14300
1085308,77000.0,2,28,4.0,1.0,2.0,14300
1085308,85000.0,2,34,4.0,1.0,2.0,14300
1085308,80000.0,2,35,4.0,1.0,2.0,14300
1085308,87000.0,2,35,4.0,1.0,2.0,14300
1085308,63000.0,2,30,4.0,1.0,2.0,14300
1085308,87000.0,2,34,4.0,1.0,2.0,14300
1085308,77000.0,2,31,4.0,1.0,2.0,14300
1085308,62000.0,2,34,4.0,1.0,2.0,14300
1085308,65000.0,2,29,4.0,1.0,2.0,14300
1085308,60000.0,2,35,4.0,1.0,2.0,14300
1085308,60000.0,2,35,4.0,1.0,2.0,14300
1085308,85000.0,2,29,4.0,1.0,2.0,14300
1085308,84300.0,2,32,4.0,1.0,2.0,14300
1085308,90000.0,2,36,4.0,1.0,2.0,14300
1085308,60000.0,2,33,4.0,1.0,2.0,14300
1085308,75030.0,2,28,4.0,1.0,2.0,14300
1085308,100000.0,2,28,4.0,1.0,2.0,14300
1085308,63000.0,2,35,4.0,1.0,2.0,14300
1085308,67000.0,2,30,4.0,1.0,2.0,14300
1085308,100000.0,2,32,4.0,1.0,2.0,14300
1085308,65000.0,2,30,4.0,1.0,2.0,14300
1085308,100000.0,2,29,4.0,1.0,2.0,14300
1085308,87000.0,2,33,4.0,1.0,2.0,14300
1085308,75000.0,2,30,4.0,1.0,2.0,14300
1085308,75000.0,2,30,4.0,1.0,2.0,14300
1085308,60000.0,2,29,4.0,1.0,2.0,14300
1085308,80000.0,2,33,4.0,1.0,2.0,14300
1085308,80000.0,2,34,4.0,1.0,2.0,14300
1085308,96600.0,2,34,4.0,1.0,2.0,14300
1085308,87000.0,2,36,4.0,1.0,2.0,14300
1085308,72000.0,2,31,4.0,1.0,2.0,14300
1085308,80000.0,2,36,4.0,1.0,2.0,14300
1085308,70000.0,2,34,4.0,1.0,2.0,14300
1085308,68000.0,2,36,4.0,1.0,2.0,14300
